id, identification, total_despatched, total_age, total_cost, total_wage, demand, flow, total_order
240, RTC55032, 0.00262322, 0.00199522, 0.00214416, 0.00214416, 0.00262322, 0.00290566, 0.00208051
241, RTC55040, 0.00262322, 0.00241461, 0.00232090, 0.00232090, 0.00262322, 0.00258674, 0.00233701
242, RTC6016X, 0.00262322, 0.00218679, 0.00212556, 0.00212556, 0.00262322, 0.00275471, 0.00219451
243, RTC6216X, 0.00262322, 0.00257320, 0.00228214, 0.00228214, 0.00262322, 0.00243808, 0.00247952
244, RTC6350X, 0.00262322, 0.00220762, 0.00216121, 0.00216121, 0.00262322, 0.00288589, 0.00209476
245, RTC6516X, 0.00262322, 0.00257228, 0.00262477, 0.00262477, 0.00262322, 0.00230558, 0.00262202
246, RTC66325, 0.00262322, 0.00207951, 0.00228524, 0.00228524, 0.00262322, 0.00277272, 0.00218026
247, RTC66332, 0.00262322, 0.00250278, 0.00272400, 0.00272400, 0.00262322, 0.00238329, 0.00253652
248, RTC66340, 0.00262322, 0.00265213, 0.00263718, 0.00263718, 0.00262322, 0.00224458, 0.00269327
249, RTC66350, 0.00262322, 0.00271948, 0.00257826, 0.00257826, 0.00262322, 0.00239676, 0.00252227
250, RTC7550X, 0.00262322, 0.00240075, 0.00251935, 0.00251935, 0.00262322, 0.00268497, 0.00225151
251, RTC7563X, 0.00262322, 0.00241949, 0.00218137, 0.00218137, 0.00262322, 0.00279096, 0.00216601
252, RTC77532, 0.00262322, 0.00245838, 0.00246819, 0.00246819, 0.00262322, 0.00236998, 0.00255077
253, RTC77540, 0.00262322, 0.00181462, 0.00192401, 0.00192401, 0.00262322, 0.00277272, 0.00218026
254, RTC77550, 0.00262322, 0.00237058, 0.00235811, 0.00235811, 0.00262322, 0.00260261, 0.00232276
255, RTC77563, 0.00262322, 0.00248879, 0.00241392, 0.00241392, 0.00262322, 0.00248085, 0.00243677
256, RTC9050X, 0.00262322, 0.00256321, 0.00249454, 0.00249454, 0.00262322, 0.00236998, 0.00255077
257, RTC99050, 0.00262322, 0.00237882, 0.00246664, 0.00246664, 0.00262322, 0.00251021, 0.00240827
258, RTC99063, 0.00262322, 0.00214256, 0.00226819, 0.00226819, 0.00262322, 0.00277272, 0.00218026
259, RTC99075, 0.00262322, 0.00191361, 0.00199222, 0.00199222, 0.00262322, 0.00298751, 0.00202351
260, RTRN1/2X, 0.00262322, 0.00224599, 0.00239222, 0.00239222, 0.00262322, 0.00260261, 0.00232276
261, RTRN51/2, 0.00262322, 0.00255527, 0.00245113, 0.00245113, 0.00262322, 0.00260261, 0.00232276
262, RTRNN20X, 0.00262322, 0.00207416, 0.00224183, 0.00224183, 0.00262322, 0.00282817, 0.00213751
263, RTRNN25X, 0.00262322, 0.00243633, 0.00257051, 0.00257051, 0.00262322, 0.00248085, 0.00243677
264, RTRNRN20, 0.00262322, 0.00175773, 0.00188215, 0.00188215, 0.00262322, 0.00288589, 0.00209476
265, RTRNRN25, 0.00262322, 0.00214987, 0.00222323, 0.00222323, 0.00262322, 0.00257107, 0.00235126
266, RTRNRN32, 0.00262322, 0.00216922, 0.00208835, 0.00208835, 0.00262322, 0.00268497, 0.00225151
267, RTRT1/2X, 0.00262322, 0.00196789, 0.00191781, 0.00191781, 0.00262322, 0.00331427, 0.00182401
268, RTRT51/2, 0.00262322, 0.00255620, 0.00250229, 0.00250229, 0.00262322, 0.00235681, 0.00256502
269, RTRTRT20, 0.00262322, 0.00270145, 0.00259997, 0.00259997, 0.00262322, 0.00239676, 0.00252227
270, RTRTRT25, 0.00262322, 0.00178214, 0.00194571, 0.00194571, 0.00262322, 0.00298751, 0.00202351
271, RTRTRT32, 0.00262322, 0.00200215, 0.00218292, 0.00218292, 0.00262322, 0.00270208, 0.00223726
272, RTRTT20X, 0.00262322, 0.00208934, 0.00226199, 0.00226199, 0.00262322, 0.0027194, 0.00222301
273, RTRTT25X, 0.00262322, 0.00246543, 0.00221238, 0.00221238, 0.00262322, 0.00280944, 0.00215176
274, RTRTT32X, 0.00262322, 0.00223846, 0.00236276, 0.00236276, 0.00262322, 0.00263494, 0.00229426
275, RUB5UB50, 0.00262322, 0.00240698, 0.00250695, 0.00250695, 0.00262322, 0.00246643, 0.00245102
276, RUDBDB20, 0.00262322, 0.00232969, 0.00216431, 0.00216431, 0.00262322, 0.00277272, 0.00218026
277, RUDBDB25, 0.00262322, 0.00271135, 0.00260772, 0.00260772, 0.00262322, 0.00236998, 0.00255077
278, RUDBDB32, 0.00262322, 0.00255615, 0.00246664, 0.00246664, 0.00262322, 0.00241037, 0.00250802
279, RUDBDB40, 0.00262322, 0.00226304, 0.00247904, 0.00247904, 0.00262322, 0.00275471, 0.00219451
280, RUDBDB50, 0.00262322, 0.00237079, 0.00277981, 0.00277981, 0.00262322, 0.00215343, 0.00280727
281, RUL2UL20, 0.00262322, 0.00224155, 0.00217362, 0.00217362, 0.00262322, 0.00260261, 0.00232276
282, RUL2UL25, 0.00262322, 0.00246346, 0.00239067, 0.00239067, 0.00262322, 0.00252515, 0.00239401
283, RUL3UL32, 0.00262322, 0.00270672, 0.00244028, 0.00244028, 0.00262322, 0.00255558, 0.00236551
284, RUL4UL40, 0.00262322, 0.00221181, 0.00216586, 0.00216586, 0.00262322, 0.00277272, 0.00218026
285, RUL5UL50, 0.00262322, 0.00249717, 0.00268679, 0.00268679, 0.00262322, 0.00222108, 0.00272177
286, RUL6UL63, 0.00262322, 0.00222456, 0.00221703, 0.00221703, 0.00262322, 0.00265141, 0.00228001
287, RULK51/2, 0.00262322, 0.00233382, 0.00227594, 0.00227594, 0.00262322, 0.00260261, 0.00232276
288, RULLLL20, 0.00262322, 0.00207674, 0.00210850, 0.00210850, 0.00262322, 0.00316587, 0.00190951
289, RULLLL25, 0.00262322, 0.00220627, 0.00215346, 0.00215346, 0.00262322, 0.00270208, 0.00223726
290, RULLLL32, 0.00262322, 0.00194617, 0.00220772, 0.00220772, 0.00262322, 0.00261868, 0.00230851
291, RULLLL40, 0.00262322, 0.00270024, 0.00252710, 0.00252710, 0.00262322, 0.00248085, 0.00243677
292, RULLLL50, 0.00262322, 0.00210217, 0.00192556, 0.00192556, 0.00262322, 0.00303019, 0.00199501
293, RULLLL63, 0.00262322, 0.00203474, 0.00211935, 0.00211935, 0.00262322, 0.0029257, 0.00206626
294, RULR1/2D, 0.00262322, 0.00163595, 0.00177982, 0.00177982, 0.00262322, 0.00331427, 0.00182401
295, RULR51/2, 0.00262322, 0.00253832, 0.00242943, 0.00242943, 0.00262322, 0.00245217, 0.00246527
296, RULRRN20, 0.00262322, 0.00245555, 0.00245888, 0.00245888, 0.00262322, 0.00248085, 0.00243677
297, RULRRN25, 0.00262322, 0.00173978, 0.00188680, 0.00188680, 0.00262322, 0.00286639, 0.00210901
298, RULRRT20, 0.00262322, 0.00223829, 0.00254260, 0.00254260, 0.00262322, 0.00246643, 0.00245102
299, RULRRT25, 0.00262322, 0.00230122, 0.00247749, 0.00247749, 0.00262322, 0.00242415, 0.00249377
300, RUN2UN20, 0.00262322, 0.00228987, 0.00224958, 0.00224958, 0.00262322, 0.00284715, 0.00212326
301, RUN2UN25, 0.00262322, 0.00245211, 0.00218602, 0.00218602, 0.00262322, 0.00303019, 0.00199501
302, RUN3UN32, 0.00262322, 0.00203161, 0.00213176, 0.00213176, 0.00262322, 0.00280944, 0.00215176
303, RUN4UN40, 0.00262322, 0.00235922, 0.00212245, 0.00212245, 0.00262322, 0.00280944, 0.00215176
304, RUN5UN50, 0.00262322, 0.00225227, 0.00221238, 0.00221238, 0.00262322, 0.00266809, 0.00226576
305, RUN6UN63, 0.00262322, 0.00218630, 0.00229455, 0.00229455, 0.00262322, 0.00258674, 0.00233701
306, RUNC2520, 0.00262322, 0.00237535, 0.00249299, 0.00249299, 0.00262322, 0.00239676, 0.00252227
307, RUNC3220, 0.00262322, 0.00239835, 0.00231625, 0.00231625, 0.00262322, 0.00255558, 0.00236551
308, RUNC3225, 0.00262322, 0.00258791, 0.00263873, 0.00263873, 0.00262322, 0.00230558, 0.00262202
309, RUNC4020, 0.00262322, 0.00206168, 0.00229455, 0.00229455, 0.00262322, 0.00282817, 0.00213751
310, RUNC4025, 0.00262322, 0.00200722, 0.00213176, 0.00213176, 0.00262322, 0.00270208, 0.00223726
311, RUNC4032, 0.00262322, 0.00235639, 0.00261857, 0.00261857, 0.00262322, 0.00239676, 0.00252227
312, RUNC5020, 0.00262322, 0.00228208, 0.00231005, 0.00231005, 0.00262322, 0.00255558, 0.00236551
313, RUNC5025, 0.00262322, 0.00234909, 0.00249454, 0.00249454, 0.00262322, 0.00228078, 0.00265052
314, RUNC5032, 0.00262322, 0.00211542, 0.00212090, 0.00212090, 0.00262322, 0.00280944, 0.00215176
315, RUNC5040, 0.00262322, 0.00265826, 0.00258912, 0.00258912, 0.00262322, 0.00231817, 0.00260777
316, RUNC6332, 0.00262322, 0.00253381, 0.00231625, 0.00231625, 0.00262322, 0.00270208, 0.00223726
317, RUNC6340, 0.00262322, 0.00253905, 0.00235191, 0.00235191, 0.00262322, 0.00254028, 0.00237976
318, RUNC6350, 0.00262322, 0.00221091, 0.00214881, 0.00214881, 0.00262322, 0.00284715, 0.00212326
319, RUNR1/2D, 0.00262322, 0.00220196, 0.00223098, 0.00223098, 0.00262322, 0.00286639, 0.00210901
320, RUNR51/2, 0.00262322, 0.00254868, 0.00240927, 0.00240927, 0.00262322, 0.00254028, 0.00237976
321, RUNRRN20, 0.00262322, 0.00218235, 0.00220927, 0.00220927, 0.00262322, 0.00284715, 0.00212326
322, RUNRRN25, 0.00262322, 0.00207091, 0.00237051, 0.00237051, 0.00262322, 0.00261868, 0.00230851
323, RUNRRN32, 0.00262322, 0.00256666, 0.00244338, 0.00244338, 0.00262322, 0.00255558, 0.00236551
324, RUNRRN40, 0.00262322, 0.00185131, 0.00188525, 0.00188525, 0.00262322, 0.00314241, 0.00192376
325, RUNRRN50, 0.00262322, 0.00216807, 0.00244183, 0.00244183, 0.00262322, 0.00246643, 0.00245102
326, RUNRRN63, 0.00262322, 0.00197491, 0.00224028, 0.00224028, 0.00262322, 0.00270208, 0.00223726
327, RUNRRT20, 0.00262322, 0.00265554, 0.00242788, 0.00242788, 0.00262322, 0.00263494, 0.00229426
328, RUNRRT25, 0.00262322, 0.00237692, 0.00231160, 0.00231160, 0.00262322, 0.00252515, 0.00239401
329, RUNRRT32, 0.00262322, 0.00239228, 0.00240152, 0.00240152, 0.00262322, 0.00239676, 0.00252227
330, RUNRRT40, 0.00262322, 0.00207316, 0.00232090, 0.00232090, 0.00262322, 0.00265141, 0.00228001
331, RUNRRT50, 0.00262322, 0.00193439, 0.00214881, 0.00214881, 0.00262322, 0.00280944, 0.00215176
332, RUNRRT63, 0.00262322, 0.00234311, 0.00235501, 0.00235501, 0.00262322, 0.00270208, 0.00223726
333, RUOT2020, 0.00262322, 0.00183828, 0.00209920, 0.00209920, 0.00262322, 0.00290566, 0.00208051
334, RUOTOT25, 0.00262322, 0.00214473, 0.00226974, 0.00226974, 0.00262322, 0.00266809, 0.00226576
335, RUT2UT20, 0.00262322, 0.00264083, 0.00241857, 0.00241857, 0.00262322, 0.00254028, 0.00237976
336, RUT2UT25, 0.00262322, 0.00226490, 0.00253020, 0.00253020, 0.00262322, 0.00238329, 0.00253652
337, RUT3UT32, 0.00262322, 0.00231938, 0.00241237, 0.00241237, 0.00262322, 0.00260261, 0.00232276
338, RUT4UT40, 0.00262322, 0.00208234, 0.00231160, 0.00231160, 0.00262322, 0.00265141, 0.00228001
339, RUT5UT50, 0.00262322, 0.00203119, 0.00203873, 0.00203873, 0.00262322, 0.00294601, 0.00205201
340, RUT6UT63, 0.00262322, 0.00238613, 0.00246043, 0.00246043, 0.00262322, 0.00251021, 0.00240827
341, RUTC2520, 0.00262322, 0.00151652, 0.00176897, 0.00176897, 0.00262322, 0.00323837, 0.00186676
342, RUTC3220, 0.00262322, 0.00228970, 0.00207284, 0.00207284, 0.00262322, 0.00290566, 0.00208051
343, RUTC3225, 0.00262322, 0.00241348, 0.00224648, 0.00224648, 0.00262322, 0.00268497, 0.00225151
344, RUTC4020, 0.00262322, 0.00236774, 0.00224803, 0.00224803, 0.00262322, 0.00258674, 0.00233701
345, RUTC4025, 0.00262322, 0.00189963, 0.00206199, 0.00206199, 0.00262322, 0.0027194, 0.00222301
346, RUTC4032, 0.00262322, 0.00260351, 0.00223873, 0.00223873, 0.00262322, 0.00279096, 0.00216601
347, RUTC5020, 0.00262322, 0.00262020, 0.00246354, 0.00246354, 0.00262322, 0.00266809, 0.00226576
348, RUTC5025, 0.00262322, 0.00254048, 0.00227749, 0.00227749, 0.00262322, 0.00251021, 0.00240827
349, RUTC5032, 0.00262322, 0.00221527, 0.00218602, 0.00218602, 0.00262322, 0.00258674, 0.00233701
350, RUTC5040, 0.00262322, 0.00205152, 0.00193796, 0.00193796, 0.00262322, 0.00300869, 0.00200926
351, RUTC6325, 0.00262322, 0.00193690, 0.00184804, 0.00184804, 0.00262322, 0.00300869, 0.00200926
352, RUTC6332, 0.00262322, 0.00222745, 0.00208370, 0.00208370, 0.00262322, 0.00300869, 0.00200926
353, RUTC6350, 0.00262322, 0.00235999, 0.00248214, 0.00248214, 0.00262322, 0.00257107, 0.00235126
354, RUTR1/2D, 0.00262322, 0.00195139, 0.00230850, 0.00230850, 0.00262322, 0.00261868, 0.00230851
355, RUTR51/2, 0.00262322, 0.00176162, 0.00208059, 0.00208059, 0.00262322, 0.00288589, 0.00209476
356, RUTRRN20, 0.00262322, 0.00258858, 0.00253795, 0.00253795, 0.00262322, 0.00234379, 0.00257927
357, RUTRRN25, 0.00262322, 0.00238371, 0.00239687, 0.00239687, 0.00262322, 0.00268497, 0.00225151
358, RUTRRN32, 0.00262322, 0.00189004, 0.00205269, 0.00205269, 0.00262322, 0.0029257, 0.00206626
359, RUTRRT20, 0.00262322, 0.00206219, 0.00196432, 0.00196432, 0.00262322, 0.00298751, 0.00202351
360, RUTRRT25, 0.00262322, 0.00267895, 0.00263718, 0.00263718, 0.00262322, 0.00242415, 0.00249377
361, RUV2UV20, 0.00262322, 0.00291716, 0.00288213, 0.00288213, 0.00262322, 0.00231817, 0.00260777
362, RUV2UV25, 0.00262322, 0.00230533, 0.00214106, 0.00214106, 0.00262322, 0.00286639, 0.00210901
363, RUV3UV32, 0.00262322, 0.00242542, 0.00233951, 0.00233951, 0.00262322, 0.00257107, 0.00235126
364, RUV4UV40, 0.00262322, 0.00244217, 0.00231315, 0.00231315, 0.00262322, 0.00270208, 0.00223726
365, RUV5UV50, 0.00262322, 0.00227224, 0.00206044, 0.00206044, 0.00262322, 0.00303019, 0.00199501
366, RUVCVC20, 0.00262322, 0.00259066, 0.00216121, 0.00216121, 0.00262322, 0.0029257, 0.00206626
367, RUVCVC25, 0.00262322, 0.00233768, 0.00233020, 0.00233020, 0.00262322, 0.00252515, 0.00239401
368, RUVCVC32, 0.00262322, 0.00242678, 0.00235656, 0.00235656, 0.00262322, 0.00258674, 0.00233701
369, RUVCVC40, 0.00262322, 0.00244697, 0.00258756, 0.00258756, 0.00262322, 0.00243808, 0.00247952
370, RUVCVC50, 0.00262322, 0.00245411, 0.00250540, 0.00250540, 0.00262322, 0.00248085, 0.00243677
371, RUVCVC63, 0.00262322, 0.00181493, 0.00187750, 0.00187750, 0.00262322, 0.00288589, 0.00209476
372, RUZCZC20, 0.00262322, 0.00193251, 0.00221393, 0.00221393, 0.00262322, 0.00284715, 0.00212326
373, RUZCZC25, 0.00262322, 0.00276049, 0.00237516, 0.00237516, 0.00262322, 0.00257107, 0.00235126
374, RUZCZC32, 0.00262322, 0.00229660, 0.00221858, 0.00221858, 0.00262322, 0.00268497, 0.00225151
375, RUZCZC40, 0.00262322, 0.00232040, 0.00244183, 0.00244183, 0.00262322, 0.00251021, 0.00240827
376, RUZCZC50, 0.00262322, 0.00209032, 0.00208680, 0.00208680, 0.00262322, 0.00298751, 0.00202351
377, RUZCZC63, 0.00262322, 0.00243486, 0.00216586, 0.00216586, 0.00262322, 0.00263494, 0.00229426
378, RUZRRN20, 0.00262322, 0.00219446, 0.00253950, 0.00253950, 0.00262322, 0.00234379, 0.00257927
379, RUZRRN25, 0.00262322, 0.00211928, 0.00230540, 0.00230540, 0.00262322, 0.00248085, 0.00243677
380, RUZRRN32, 0.00262322, 0.00238270, 0.00191315, 0.00191315, 0.00262322, 0.00290566, 0.00208051
381, RUZRRN40, 0.00262322, 0.00219063, 0.00237516, 0.00237516, 0.00262322, 0.00261868, 0.00230851
382, RUZRRN63, 0.00262322, 0.00280970, 0.00246819, 0.00246819, 0.00262322, 0.00248085, 0.00243677
383, RUZRRT25, 0.00262322, 0.00179104, 0.00201858, 0.00201858, 0.00262322, 0.00266809, 0.00226576
384, RV20RV20, 0.00262322, 0.00248672, 0.00236586, 0.00236586, 0.00262322, 0.00260261, 0.00232276
385, RV20V20X, 0.00262322, 0.00215051, 0.00221703, 0.00221703, 0.00262322, 0.00270208, 0.00223726
386, RV25RV25, 0.00262322, 0.00162462, 0.00187284, 0.00187284, 0.00262322, 0.00290566, 0.00208051
387, RV25V25X, 0.00262322, 0.00198847, 0.00210230, 0.00210230, 0.00262322, 0.00268497, 0.00225151
388, RV32RV32, 0.00262322, 0.00218716, 0.00210540, 0.00210540, 0.00262322, 0.00294601, 0.00205201
389, RV32V32X, 0.00262322, 0.00211695, 0.00205114, 0.00205114, 0.00262322, 0.00280944, 0.00215176
390, RV40RV40, 0.00262322, 0.00261599, 0.00251160, 0.00251160, 0.00262322, 0.00238329, 0.00253652
391, RV40V40X, 0.00262322, 0.00201534, 0.00200928, 0.00200928, 0.00262322, 0.00277272, 0.00218026
392, RV50RV50, 0.00262322, 0.00209356, 0.00212866, 0.00212866, 0.00262322, 0.00273694, 0.00220876
393, RV50V50X, 0.00262322, 0.00247247, 0.00238447, 0.00238447, 0.00262322, 0.00254028, 0.00237976
394, RVC2C20X, 0.00262322, 0.00286983, 0.00259687, 0.00259687, 0.00262322, 0.00231817, 0.00260777
395, RVC2C25X, 0.00262322, 0.00253372, 0.00240152, 0.00240152, 0.00262322, 0.00257107, 0.00235126
396, RVC2VC20, 0.00262322, 0.00272568, 0.00248989, 0.00248989, 0.00262322, 0.00258674, 0.00233701
397, RVC2VC25, 0.00262322, 0.00248652, 0.00233796, 0.00233796, 0.00262322, 0.00266809, 0.00226576
398, RVC3C32X, 0.00262322, 0.00211286, 0.00206974, 0.00206974, 0.00262322, 0.00286639, 0.00210901
399, RVC3VC32, 0.00262322, 0.00212293, 0.00198602, 0.00198602, 0.00262322, 0.0027194, 0.00222301
400, RVC4C40X, 0.00262322, 0.00203990, 0.00195191, 0.00195191, 0.00262322, 0.00298751, 0.00202351
401, RVC4VC40, 0.00262322, 0.00220967, 0.00224493, 0.00224493, 0.00262322, 0.00280944, 0.00215176
402, RVC5C50X, 0.00262322, 0.00227871, 0.00216276, 0.00216276, 0.00262322, 0.00280944, 0.00215176
403, RVC5VC50, 0.00262322, 0.00238323, 0.00214881, 0.00214881, 0.00262322, 0.0027194, 0.00222301
404, RVC6C63X, 0.00262322, 0.00261831, 0.00247439, 0.00247439, 0.00262322, 0.00260261, 0.00232276
405, RVC6VC63, 0.00262322, 0.00223441, 0.00237051, 0.00237051, 0.00262322, 0.00277272, 0.00218026
406, RZC22010, 0.00262322, 0.00218155, 0.00207904, 0.00207904, 0.00262322, 0.00275471, 0.00219451
407, RZC22510, 0.00262322, 0.00246596, 0.00240462, 0.00240462, 0.00262322, 0.00243808, 0.00247952
408, RZC2C20X, 0.00262322, 0.00237423, 0.00232245, 0.00232245, 0.00262322, 0.00260261, 0.00232276
409, RZC2C25X, 0.00262322, 0.00264196, 0.00252555, 0.00252555, 0.00262322, 0.00243808, 0.00247952
410, RZC33210, 0.00262322, 0.00194289, 0.00206199, 0.00206199, 0.00262322, 0.0029257, 0.00206626
411, RZC3C32X, 0.00262322, 0.00262394, 0.00241082, 0.00241082, 0.00262322, 0.00257107, 0.00235126
412, RZC4C408, 0.00262322, 0.00212386, 0.00214416, 0.00214416, 0.00262322, 0.00282817, 0.00213751
413, RZC4C40X, 0.00262322, 0.00229575, 0.00209920, 0.00209920, 0.00262322, 0.00268497, 0.00225151
414, RZC5C506, 0.00262322, 0.00195740, 0.00246043, 0.00246043, 0.00262322, 0.00245217, 0.00246527
415, RZC5C50X, 0.00262322, 0.00208944, 0.00202633, 0.00202633, 0.00262322, 0.00298751, 0.00202351
416, RZC6C636, 0.00262322, 0.00254067, 0.00235811, 0.00235811, 0.00262322, 0.00265141, 0.00228001
417, RZRNN20X, 0.00262322, 0.00258164, 0.00272245, 0.00272245, 0.00262322, 0.00235681, 0.00256502
418, RZRNN25X, 0.00262322, 0.00203080, 0.00228214, 0.00228214, 0.00262322, 0.00282817, 0.00213751
419, RZRNN32X, 0.00262322, 0.00194392, 0.00222013, 0.00222013, 0.00262322, 0.00279096, 0.00216601
420, RZRNN50X, 0.00262322, 0.00207848, 0.00233951, 0.00233951, 0.00262322, 0.00270208, 0.00223726
421, RZRNRN20, 0.00262322, 0.00240551, 0.00209920, 0.00209920, 0.00262322, 0.00279096, 0.00216601
422, RZRNRN25, 0.00262322, 0.00208366, 0.00204494, 0.00204494, 0.00262322, 0.00280944, 0.00215176
423, RZRNRN32, 0.00262322, 0.00282101, 0.00228524, 0.00228524, 0.00262322, 0.00270208, 0.00223726
424, RZRNRN40, 0.00262322, 0.00205362, 0.00192866, 0.00192866, 0.00262322, 0.00296662, 0.00203776
425, RZRNRN50, 0.00262322, 0.00238771, 0.00235346, 0.00235346, 0.00262322, 0.00260261, 0.00232276
426, RZRNRN63, 0.00262322, 0.00286869, 0.00266198, 0.00266198, 0.00262322, 0.00226859, 0.00266477
427, RZRTRT20, 0.00262322, 0.00210799, 0.00218757, 0.00218757, 0.00262322, 0.00255558, 0.00236551
428, RZRTRT25, 0.00262322, 0.00205228, 0.00202788, 0.00202788, 0.00262322, 0.00273694, 0.00220876
429, RZRTRT32, 0.00262322, 0.00214623, 0.00235036, 0.00235036, 0.00262322, 0.00243808, 0.00247952
430, RZRTRT40, 0.00262322, 0.00203484, 0.00221238, 0.00221238, 0.00262322, 0.0027194, 0.00222301
431, RZRTRT50, 0.00262322, 0.00221321, 0.00234106, 0.00234106, 0.00262322, 0.00254028, 0.00237976
432, RZRTRT63, 0.00262322, 0.00271162, 0.00289609, 0.00289609, 0.00262322, 0.00228078, 0.00265052
433, RZRTT20X, 0.00262322, 0.00221290, 0.00233330, 0.00233330, 0.00262322, 0.0027194, 0.00222301
434, RZRTT25X, 0.00262322, 0.00230431, 0.00262322, 0.00262322, 0.00262322, 0.00245217, 0.00246527
