id, identification, floor, section, location, shelf, column, row, emc
4045, 166245, 1, 6, 6, 2, 4, 5, 0
4046, 166251, 1, 6, 6, 2, 5, 1, 0
4047, 166252, 1, 6, 6, 2, 5, 2, 0
4048, 166253, 1, 6, 6, 2, 5, 3, 0
4049, 166254, 1, 6, 6, 2, 5, 4, 0
4050, 166255, 1, 6, 6, 2, 5, 5, 0
4051, 166311, 1, 6, 6, 3, 1, 1, 0
4052, 166312, 1, 6, 6, 3, 1, 2, 0
4053, 166313, 1, 6, 6, 3, 1, 3, 0
4054, 166314, 1, 6, 6, 3, 1, 4, 0
4055, 166315, 1, 6, 6, 3, 1, 5, 0
4056, 166321, 1, 6, 6, 3, 2, 1, 0
4057, 166322, 1, 6, 6, 3, 2, 2, 0
4058, 166323, 1, 6, 6, 3, 2, 3, 0
4059, 166324, 1, 6, 6, 3, 2, 4, 0
4060, 166325, 1, 6, 6, 3, 2, 5, 0
4061, 166331, 1, 6, 6, 3, 3, 1, 0
4062, 166332, 1, 6, 6, 3, 3, 2, 0
4063, 166333, 1, 6, 6, 3, 3, 3, 0
4064, 166334, 1, 6, 6, 3, 3, 4, 0
4065, 166335, 1, 6, 6, 3, 3, 5, 0
4066, 166341, 1, 6, 6, 3, 4, 1, 0
4067, 166342, 1, 6, 6, 3, 4, 2, 0
4068, 166343, 1, 6, 6, 3, 4, 3, 0
4069, 166344, 1, 6, 6, 3, 4, 4, 0
4070, 166345, 1, 6, 6, 3, 4, 5, 0
4071, 166351, 1, 6, 6, 3, 5, 1, 0
4072, 166352, 1, 6, 6, 3, 5, 2, 0
4073, 166353, 1, 6, 6, 3, 5, 3, 0
4074, 166354, 1, 6, 6, 3, 5, 4, 0
4075, 166355, 1, 6, 6, 3, 5, 5, 0
4076, 166411, 1, 6, 6, 4, 1, 1, 0
4077, 166412, 1, 6, 6, 4, 1, 2, 0
4078, 166413, 1, 6, 6, 4, 1, 3, 0
4079, 166414, 1, 6, 6, 4, 1, 4, 0
4080, 166415, 1, 6, 6, 4, 1, 5, 0
4081, 166421, 1, 6, 6, 4, 2, 1, 0
4082, 166422, 1, 6, 6, 4, 2, 2, 0
4083, 166423, 1, 6, 6, 4, 2, 3, 0
4084, 166424, 1, 6, 6, 4, 2, 4, 0
4085, 166425, 1, 6, 6, 4, 2, 5, 0
4086, 166431, 1, 6, 6, 4, 3, 1, 0
4087, 166432, 1, 6, 6, 4, 3, 2, 0
4088, 166433, 1, 6, 6, 4, 3, 3, 0
4089, 166434, 1, 6, 6, 4, 3, 4, 0
4090, 166435, 1, 6, 6, 4, 3, 5, 0
4091, 166441, 1, 6, 6, 4, 4, 1, 0
4092, 166442, 1, 6, 6, 4, 4, 2, 0
4093, 166443, 1, 6, 6, 4, 4, 3, 0
4094, 166444, 1, 6, 6, 4, 4, 4, 0
4095, 166445, 1, 6, 6, 4, 4, 5, 0
4096, 166451, 1, 6, 6, 4, 5, 1, 0
4097, 166452, 1, 6, 6, 4, 5, 2, 0
4098, 166453, 1, 6, 6, 4, 5, 3, 0
4099, 166454, 1, 6, 6, 4, 5, 4, 0
4100, 166455, 1, 6, 6, 4, 5, 5, 0
4101, 167111, 1, 6, 7, 1, 1, 1, 0
4102, 167112, 1, 6, 7, 1, 1, 2, 0
4103, 167113, 1, 6, 7, 1, 1, 3, 0
4104, 167114, 1, 6, 7, 1, 1, 4, 0
4105, 167115, 1, 6, 7, 1, 1, 5, 0
4106, 167121, 1, 6, 7, 1, 2, 1, 0
4107, 167122, 1, 6, 7, 1, 2, 2, 0
4108, 167123, 1, 6, 7, 1, 2, 3, 0
4109, 167124, 1, 6, 7, 1, 2, 4, 0
4110, 167125, 1, 6, 7, 1, 2, 5, 0
4111, 167131, 1, 6, 7, 1, 3, 1, 0
4112, 167132, 1, 6, 7, 1, 3, 2, 0
4113, 167133, 1, 6, 7, 1, 3, 3, 0
4114, 167134, 1, 6, 7, 1, 3, 4, 0
4115, 167135, 1, 6, 7, 1, 3, 5, 0
4116, 167141, 1, 6, 7, 1, 4, 1, 0
4117, 167142, 1, 6, 7, 1, 4, 2, 0
4118, 167143, 1, 6, 7, 1, 4, 3, 0
4119, 167144, 1, 6, 7, 1, 4, 4, 0
4120, 167145, 1, 6, 7, 1, 4, 5, 0
4121, 167151, 1, 6, 7, 1, 5, 1, 0
4122, 167152, 1, 6, 7, 1, 5, 2, 0
4123, 167153, 1, 6, 7, 1, 5, 3, 0
4124, 167154, 1, 6, 7, 1, 5, 4, 0
4125, 167155, 1, 6, 7, 1, 5, 5, 0
4126, 167211, 1, 6, 7, 2, 1, 1, 0
4127, 167212, 1, 6, 7, 2, 1, 2, 0
4128, 167213, 1, 6, 7, 2, 1, 3, 0
4129, 167214, 1, 6, 7, 2, 1, 4, 0
4130, 167215, 1, 6, 7, 2, 1, 5, 0
4131, 167221, 1, 6, 7, 2, 2, 1, 0
4132, 167222, 1, 6, 7, 2, 2, 2, 0
4133, 167223, 1, 6, 7, 2, 2, 3, 0
4134, 167224, 1, 6, 7, 2, 2, 4, 0
4135, 167225, 1, 6, 7, 2, 2, 5, 0
4136, 167231, 1, 6, 7, 2, 3, 1, 0
4137, 167232, 1, 6, 7, 2, 3, 2, 0
4138, 167233, 1, 6, 7, 2, 3, 3, 0
4139, 167234, 1, 6, 7, 2, 3, 4, 0
4140, 167235, 1, 6, 7, 2, 3, 5, 0
4141, 167241, 1, 6, 7, 2, 4, 1, 0
4142, 167242, 1, 6, 7, 2, 4, 2, 0
4143, 167243, 1, 6, 7, 2, 4, 3, 0
4144, 167244, 1, 6, 7, 2, 4, 4, 0
4145, 167245, 1, 6, 7, 2, 4, 5, 0
4146, 167251, 1, 6, 7, 2, 5, 1, 0
4147, 167252, 1, 6, 7, 2, 5, 2, 0
4148, 167253, 1, 6, 7, 2, 5, 3, 0
4149, 167254, 1, 6, 7, 2, 5, 4, 0
4150, 167255, 1, 6, 7, 2, 5, 5, 0
4151, 167311, 1, 6, 7, 3, 1, 1, 0
4152, 167312, 1, 6, 7, 3, 1, 2, 0
4153, 167313, 1, 6, 7, 3, 1, 3, 0
4154, 167314, 1, 6, 7, 3, 1, 4, 0
4155, 167315, 1, 6, 7, 3, 1, 5, 0
4156, 167321, 1, 6, 7, 3, 2, 1, 0
4157, 167322, 1, 6, 7, 3, 2, 2, 0
4158, 167323, 1, 6, 7, 3, 2, 3, 0
4159, 167324, 1, 6, 7, 3, 2, 4, 0
4160, 167325, 1, 6, 7, 3, 2, 5, 0
4161, 167331, 1, 6, 7, 3, 3, 1, 0
4162, 167332, 1, 6, 7, 3, 3, 2, 0
4163, 167333, 1, 6, 7, 3, 3, 3, 0
4164, 167334, 1, 6, 7, 3, 3, 4, 0
4165, 167335, 1, 6, 7, 3, 3, 5, 0
4166, 167341, 1, 6, 7, 3, 4, 1, 0
4167, 167342, 1, 6, 7, 3, 4, 2, 0
4168, 167343, 1, 6, 7, 3, 4, 3, 0
4169, 167344, 1, 6, 7, 3, 4, 4, 0
4170, 167345, 1, 6, 7, 3, 4, 5, 0
4171, 167351, 1, 6, 7, 3, 5, 1, 0
4172, 167352, 1, 6, 7, 3, 5, 2, 0
4173, 167353, 1, 6, 7, 3, 5, 3, 0
4174, 167354, 1, 6, 7, 3, 5, 4, 0
4175, 167355, 1, 6, 7, 3, 5, 5, 0
4176, 167411, 1, 6, 7, 4, 1, 1, 0
4177, 167412, 1, 6, 7, 4, 1, 2, 0
4178, 167413, 1, 6, 7, 4, 1, 3, 0
4179, 167414, 1, 6, 7, 4, 1, 4, 0
4180, 167415, 1, 6, 7, 4, 1, 5, 0
4181, 167421, 1, 6, 7, 4, 2, 1, 0
4182, 167422, 1, 6, 7, 4, 2, 2, 0
4183, 167423, 1, 6, 7, 4, 2, 3, 0
4184, 167424, 1, 6, 7, 4, 2, 4, 0
4185, 167425, 1, 6, 7, 4, 2, 5, 0
4186, 167431, 1, 6, 7, 4, 3, 1, 0
4187, 167432, 1, 6, 7, 4, 3, 2, 0
4188, 167433, 1, 6, 7, 4, 3, 3, 0
4189, 167434, 1, 6, 7, 4, 3, 4, 0
4190, 167435, 1, 6, 7, 4, 3, 5, 0
4191, 167441, 1, 6, 7, 4, 4, 1, 0
4192, 167442, 1, 6, 7, 4, 4, 2, 0
4193, 167443, 1, 6, 7, 4, 4, 3, 0
4194, 167444, 1, 6, 7, 4, 4, 4, 0
4195, 167445, 1, 6, 7, 4, 4, 5, 0
4196, 167451, 1, 6, 7, 4, 5, 1, 0
4197, 167452, 1, 6, 7, 4, 5, 2, 0
4198, 167453, 1, 6, 7, 4, 5, 3, 0
4199, 167454, 1, 6, 7, 4, 5, 4, 0
4200, 167455, 1, 6, 7, 4, 5, 5, 0
4201, 171111, 1, 7, 1, 1, 1, 1, 0
4202, 171112, 1, 7, 1, 1, 1, 2, 0
4203, 171113, 1, 7, 1, 1, 1, 3, 0
4204, 171114, 1, 7, 1, 1, 1, 4, 0
4205, 171115, 1, 7, 1, 1, 1, 5, 0
4206, 171121, 1, 7, 1, 1, 2, 1, 0
4207, 171122, 1, 7, 1, 1, 2, 2, 0
4208, 171123, 1, 7, 1, 1, 2, 3, 0
4209, 171124, 1, 7, 1, 1, 2, 4, 0
4210, 171125, 1, 7, 1, 1, 2, 5, 0
4211, 171131, 1, 7, 1, 1, 3, 1, 0
4212, 171132, 1, 7, 1, 1, 3, 2, 0
4213, 171133, 1, 7, 1, 1, 3, 3, 0
4214, 171134, 1, 7, 1, 1, 3, 4, 0
4215, 171135, 1, 7, 1, 1, 3, 5, 0
4216, 171141, 1, 7, 1, 1, 4, 1, 0
4217, 171142, 1, 7, 1, 1, 4, 2, 0
4218, 171143, 1, 7, 1, 1, 4, 3, 0
4219, 171144, 1, 7, 1, 1, 4, 4, 0
4220, 171145, 1, 7, 1, 1, 4, 5, 0
4221, 171151, 1, 7, 1, 1, 5, 1, 0
4222, 171152, 1, 7, 1, 1, 5, 2, 0
4223, 171153, 1, 7, 1, 1, 5, 3, 0
4224, 171154, 1, 7, 1, 1, 5, 4, 0
4225, 171155, 1, 7, 1, 1, 5, 5, 0
4226, 171211, 1, 7, 1, 2, 1, 1, 0
4227, 171212, 1, 7, 1, 2, 1, 2, 0
4228, 171213, 1, 7, 1, 2, 1, 3, 0
4229, 171214, 1, 7, 1, 2, 1, 4, 0
4230, 171215, 1, 7, 1, 2, 1, 5, 0
4231, 171221, 1, 7, 1, 2, 2, 1, 0
4232, 171222, 1, 7, 1, 2, 2, 2, 0
4233, 171223, 1, 7, 1, 2, 2, 3, 0
4234, 171224, 1, 7, 1, 2, 2, 4, 0
4235, 171225, 1, 7, 1, 2, 2, 5, 0
4236, 171231, 1, 7, 1, 2, 3, 1, 0
4237, 171232, 1, 7, 1, 2, 3, 2, 0
4238, 171233, 1, 7, 1, 2, 3, 3, 0
4239, 171234, 1, 7, 1, 2, 3, 4, 0
4240, 171235, 1, 7, 1, 2, 3, 5, 0
4241, 171241, 1, 7, 1, 2, 4, 1, 0
4242, 171242, 1, 7, 1, 2, 4, 2, 0
4243, 171243, 1, 7, 1, 2, 4, 3, 0
4244, 171244, 1, 7, 1, 2, 4, 4, 0
4245, 171245, 1, 7, 1, 2, 4, 5, 0
4246, 171251, 1, 7, 1, 2, 5, 1, 0
4247, 171252, 1, 7, 1, 2, 5, 2, 0
4248, 171253, 1, 7, 1, 2, 5, 3, 0
4249, 171254, 1, 7, 1, 2, 5, 4, 0
4250, 171255, 1, 7, 1, 2, 5, 5, 0
4251, 171311, 1, 7, 1, 3, 1, 1, 0
4252, 171312, 1, 7, 1, 3, 1, 2, 0
4253, 171313, 1, 7, 1, 3, 1, 3, 0
4254, 171314, 1, 7, 1, 3, 1, 4, 0
4255, 171315, 1, 7, 1, 3, 1, 5, 0
4256, 171321, 1, 7, 1, 3, 2, 1, 0
4257, 171322, 1, 7, 1, 3, 2, 2, 0
4258, 171323, 1, 7, 1, 3, 2, 3, 0
4259, 171324, 1, 7, 1, 3, 2, 4, 0
4260, 171325, 1, 7, 1, 3, 2, 5, 0
4261, 171331, 1, 7, 1, 3, 3, 1, 0
4262, 171332, 1, 7, 1, 3, 3, 2, 0
4263, 171333, 1, 7, 1, 3, 3, 3, 0
4264, 171334, 1, 7, 1, 3, 3, 4, 0
4265, 171335, 1, 7, 1, 3, 3, 5, 0
4266, 171341, 1, 7, 1, 3, 4, 1, 0
4267, 171342, 1, 7, 1, 3, 4, 2, 0
4268, 171343, 1, 7, 1, 3, 4, 3, 0
4269, 171344, 1, 7, 1, 3, 4, 4, 0
4270, 171345, 1, 7, 1, 3, 4, 5, 0
4271, 171351, 1, 7, 1, 3, 5, 1, 0
4272, 171352, 1, 7, 1, 3, 5, 2, 0
4273, 171353, 1, 7, 1, 3, 5, 3, 0
4274, 171354, 1, 7, 1, 3, 5, 4, 0
4275, 171355, 1, 7, 1, 3, 5, 5, 0
4276, 171411, 1, 7, 1, 4, 1, 1, 0
4277, 171412, 1, 7, 1, 4, 1, 2, 0
4278, 171413, 1, 7, 1, 4, 1, 3, 0
4279, 171414, 1, 7, 1, 4, 1, 4, 0
4280, 171415, 1, 7, 1, 4, 1, 5, 0
4281, 171421, 1, 7, 1, 4, 2, 1, 0
4282, 171422, 1, 7, 1, 4, 2, 2, 0
4283, 171423, 1, 7, 1, 4, 2, 3, 0
4284, 171424, 1, 7, 1, 4, 2, 4, 0
4285, 171425, 1, 7, 1, 4, 2, 5, 0
4286, 171431, 1, 7, 1, 4, 3, 1, 0
4287, 171432, 1, 7, 1, 4, 3, 2, 0
4288, 171433, 1, 7, 1, 4, 3, 3, 0
4289, 171434, 1, 7, 1, 4, 3, 4, 0
4290, 171435, 1, 7, 1, 4, 3, 5, 0
4291, 171441, 1, 7, 1, 4, 4, 1, 0
4292, 171442, 1, 7, 1, 4, 4, 2, 0
4293, 171443, 1, 7, 1, 4, 4, 3, 0
4294, 171444, 1, 7, 1, 4, 4, 4, 0
4295, 171445, 1, 7, 1, 4, 4, 5, 0
4296, 171451, 1, 7, 1, 4, 5, 1, 0
4297, 171452, 1, 7, 1, 4, 5, 2, 0
4298, 171453, 1, 7, 1, 4, 5, 3, 0
4299, 171454, 1, 7, 1, 4, 5, 4, 0
4300, 171455, 1, 7, 1, 4, 5, 5, 0
4301, 172111, 1, 7, 2, 1, 1, 1, 0
4302, 172112, 1, 7, 2, 1, 1, 2, 0
4303, 172113, 1, 7, 2, 1, 1, 3, 0
4304, 172114, 1, 7, 2, 1, 1, 4, 0
4305, 172115, 1, 7, 2, 1, 1, 5, 0
4306, 172121, 1, 7, 2, 1, 2, 1, 0
4307, 172122, 1, 7, 2, 1, 2, 2, 0
4308, 172123, 1, 7, 2, 1, 2, 3, 0
4309, 172124, 1, 7, 2, 1, 2, 4, 0
4310, 172125, 1, 7, 2, 1, 2, 5, 0
4311, 172131, 1, 7, 2, 1, 3, 1, 0
4312, 172132, 1, 7, 2, 1, 3, 2, 0
4313, 172133, 1, 7, 2, 1, 3, 3, 0
4314, 172134, 1, 7, 2, 1, 3, 4, 0
4315, 172135, 1, 7, 2, 1, 3, 5, 0
4316, 172141, 1, 7, 2, 1, 4, 1, 0
4317, 172142, 1, 7, 2, 1, 4, 2, 0
4318, 172143, 1, 7, 2, 1, 4, 3, 0
4319, 172144, 1, 7, 2, 1, 4, 4, 0
4320, 172145, 1, 7, 2, 1, 4, 5, 0
4321, 172151, 1, 7, 2, 1, 5, 1, 0
4322, 172152, 1, 7, 2, 1, 5, 2, 0
4323, 172153, 1, 7, 2, 1, 5, 3, 0
4324, 172154, 1, 7, 2, 1, 5, 4, 0
4325, 172155, 1, 7, 2, 1, 5, 5, 0
4326, 172211, 1, 7, 2, 2, 1, 1, 0
4327, 172212, 1, 7, 2, 2, 1, 2, 0
4328, 172213, 1, 7, 2, 2, 1, 3, 0
4329, 172214, 1, 7, 2, 2, 1, 4, 0
4330, 172215, 1, 7, 2, 2, 1, 5, 0
4331, 172221, 1, 7, 2, 2, 2, 1, 0
4332, 172222, 1, 7, 2, 2, 2, 2, 0
4333, 172223, 1, 7, 2, 2, 2, 3, 0
4334, 172224, 1, 7, 2, 2, 2, 4, 0
4335, 172225, 1, 7, 2, 2, 2, 5, 0
4336, 172231, 1, 7, 2, 2, 3, 1, 0
4337, 172232, 1, 7, 2, 2, 3, 2, 0
4338, 172233, 1, 7, 2, 2, 3, 3, 0
4339, 172234, 1, 7, 2, 2, 3, 4, 0
4340, 172235, 1, 7, 2, 2, 3, 5, 0
4341, 172241, 1, 7, 2, 2, 4, 1, 0
4342, 172242, 1, 7, 2, 2, 4, 2, 0
4343, 172243, 1, 7, 2, 2, 4, 3, 0
4344, 172244, 1, 7, 2, 2, 4, 4, 0
4345, 172245, 1, 7, 2, 2, 4, 5, 0
4346, 172251, 1, 7, 2, 2, 5, 1, 0
4347, 172252, 1, 7, 2, 2, 5, 2, 0
4348, 172253, 1, 7, 2, 2, 5, 3, 0
4349, 172254, 1, 7, 2, 2, 5, 4, 0
4350, 172255, 1, 7, 2, 2, 5, 5, 0
4351, 172311, 1, 7, 2, 3, 1, 1, 0
4352, 172312, 1, 7, 2, 3, 1, 2, 0
4353, 172313, 1, 7, 2, 3, 1, 3, 0
4354, 172314, 1, 7, 2, 3, 1, 4, 0
4355, 172315, 1, 7, 2, 3, 1, 5, 0
4356, 172321, 1, 7, 2, 3, 2, 1, 0
4357, 172322, 1, 7, 2, 3, 2, 2, 0
4358, 172323, 1, 7, 2, 3, 2, 3, 0
4359, 172324, 1, 7, 2, 3, 2, 4, 0
4360, 172325, 1, 7, 2, 3, 2, 5, 0
4361, 172331, 1, 7, 2, 3, 3, 1, 0
4362, 172332, 1, 7, 2, 3, 3, 2, 0
4363, 172333, 1, 7, 2, 3, 3, 3, 0
4364, 172334, 1, 7, 2, 3, 3, 4, 0
4365, 172335, 1, 7, 2, 3, 3, 5, 0
4366, 172341, 1, 7, 2, 3, 4, 1, 0
4367, 172342, 1, 7, 2, 3, 4, 2, 0
4368, 172343, 1, 7, 2, 3, 4, 3, 0
4369, 172344, 1, 7, 2, 3, 4, 4, 0
4370, 172345, 1, 7, 2, 3, 4, 5, 0
4371, 172351, 1, 7, 2, 3, 5, 1, 0
4372, 172352, 1, 7, 2, 3, 5, 2, 0
4373, 172353, 1, 7, 2, 3, 5, 3, 0
4374, 172354, 1, 7, 2, 3, 5, 4, 0
4375, 172355, 1, 7, 2, 3, 5, 5, 0
4376, 172411, 1, 7, 2, 4, 1, 1, 0
4377, 172412, 1, 7, 2, 4, 1, 2, 0
4378, 172413, 1, 7, 2, 4, 1, 3, 0
4379, 172414, 1, 7, 2, 4, 1, 4, 0
4380, 172415, 1, 7, 2, 4, 1, 5, 0
4381, 172421, 1, 7, 2, 4, 2, 1, 0
4382, 172422, 1, 7, 2, 4, 2, 2, 0
4383, 172423, 1, 7, 2, 4, 2, 3, 0
4384, 172424, 1, 7, 2, 4, 2, 4, 0
4385, 172425, 1, 7, 2, 4, 2, 5, 0
4386, 172431, 1, 7, 2, 4, 3, 1, 0
4387, 172432, 1, 7, 2, 4, 3, 2, 0
4388, 172433, 1, 7, 2, 4, 3, 3, 0
4389, 172434, 1, 7, 2, 4, 3, 4, 0
4390, 172435, 1, 7, 2, 4, 3, 5, 0
4391, 172441, 1, 7, 2, 4, 4, 1, 0
4392, 172442, 1, 7, 2, 4, 4, 2, 0
4393, 172443, 1, 7, 2, 4, 4, 3, 0
4394, 172444, 1, 7, 2, 4, 4, 4, 0
4395, 172445, 1, 7, 2, 4, 4, 5, 0
4396, 172451, 1, 7, 2, 4, 5, 1, 0
4397, 172452, 1, 7, 2, 4, 5, 2, 0
4398, 172453, 1, 7, 2, 4, 5, 3, 0
4399, 172454, 1, 7, 2, 4, 5, 4, 0
4400, 172455, 1, 7, 2, 4, 5, 5, 0
4401, 173111, 1, 7, 3, 1, 1, 1, 0
4402, 173112, 1, 7, 3, 1, 1, 2, 0
4403, 173113, 1, 7, 3, 1, 1, 3, 0
4404, 173114, 1, 7, 3, 1, 1, 4, 0
4405, 173115, 1, 7, 3, 1, 1, 5, 0
4406, 173121, 1, 7, 3, 1, 2, 1, 0
4407, 173122, 1, 7, 3, 1, 2, 2, 0
4408, 173123, 1, 7, 3, 1, 2, 3, 0
4409, 173124, 1, 7, 3, 1, 2, 4, 0
4410, 173125, 1, 7, 3, 1, 2, 5, 0
4411, 173131, 1, 7, 3, 1, 3, 1, 0
4412, 173132, 1, 7, 3, 1, 3, 2, 0
4413, 173133, 1, 7, 3, 1, 3, 3, 0
4414, 173134, 1, 7, 3, 1, 3, 4, 0
4415, 173135, 1, 7, 3, 1, 3, 5, 0
4416, 173141, 1, 7, 3, 1, 4, 1, 0
4417, 173142, 1, 7, 3, 1, 4, 2, 0
4418, 173143, 1, 7, 3, 1, 4, 3, 0
4419, 173144, 1, 7, 3, 1, 4, 4, 0
4420, 173145, 1, 7, 3, 1, 4, 5, 0
4421, 173151, 1, 7, 3, 1, 5, 1, 0
4422, 173152, 1, 7, 3, 1, 5, 2, 0
4423, 173153, 1, 7, 3, 1, 5, 3, 0
4424, 173154, 1, 7, 3, 1, 5, 4, 0
4425, 173155, 1, 7, 3, 1, 5, 5, 0
4426, 173211, 1, 7, 3, 2, 1, 1, 0
4427, 173212, 1, 7, 3, 2, 1, 2, 0
4428, 173213, 1, 7, 3, 2, 1, 3, 0
4429, 173214, 1, 7, 3, 2, 1, 4, 0
4430, 173215, 1, 7, 3, 2, 1, 5, 0
4431, 173221, 1, 7, 3, 2, 2, 1, 0
4432, 173222, 1, 7, 3, 2, 2, 2, 0
4433, 173223, 1, 7, 3, 2, 2, 3, 0
4434, 173224, 1, 7, 3, 2, 2, 4, 0
4435, 173225, 1, 7, 3, 2, 2, 5, 0
4436, 173231, 1, 7, 3, 2, 3, 1, 0
4437, 173232, 1, 7, 3, 2, 3, 2, 0
4438, 173233, 1, 7, 3, 2, 3, 3, 0
4439, 173234, 1, 7, 3, 2, 3, 4, 0
4440, 173235, 1, 7, 3, 2, 3, 5, 0
4441, 173241, 1, 7, 3, 2, 4, 1, 0
4442, 173242, 1, 7, 3, 2, 4, 2, 0
4443, 173243, 1, 7, 3, 2, 4, 3, 0
4444, 173244, 1, 7, 3, 2, 4, 4, 0
4445, 173245, 1, 7, 3, 2, 4, 5, 0
4446, 173251, 1, 7, 3, 2, 5, 1, 0
4447, 173252, 1, 7, 3, 2, 5, 2, 0
4448, 173253, 1, 7, 3, 2, 5, 3, 0
4449, 173254, 1, 7, 3, 2, 5, 4, 0
4450, 173255, 1, 7, 3, 2, 5, 5, 0
4451, 173311, 1, 7, 3, 3, 1, 1, 0
4452, 173312, 1, 7, 3, 3, 1, 2, 0
4453, 173313, 1, 7, 3, 3, 1, 3, 0
4454, 173314, 1, 7, 3, 3, 1, 4, 0
4455, 173315, 1, 7, 3, 3, 1, 5, 0
4456, 173321, 1, 7, 3, 3, 2, 1, 0
4457, 173322, 1, 7, 3, 3, 2, 2, 0
4458, 173323, 1, 7, 3, 3, 2, 3, 0
4459, 173324, 1, 7, 3, 3, 2, 4, 0
4460, 173325, 1, 7, 3, 3, 2, 5, 0
4461, 173331, 1, 7, 3, 3, 3, 1, 0
4462, 173332, 1, 7, 3, 3, 3, 2, 0
4463, 173333, 1, 7, 3, 3, 3, 3, 0
4464, 173334, 1, 7, 3, 3, 3, 4, 0
4465, 173335, 1, 7, 3, 3, 3, 5, 0
4466, 173341, 1, 7, 3, 3, 4, 1, 0
4467, 173342, 1, 7, 3, 3, 4, 2, 0
4468, 173343, 1, 7, 3, 3, 4, 3, 0
4469, 173344, 1, 7, 3, 3, 4, 4, 0
4470, 173345, 1, 7, 3, 3, 4, 5, 0
4471, 173351, 1, 7, 3, 3, 5, 1, 0
4472, 173352, 1, 7, 3, 3, 5, 2, 0
4473, 173353, 1, 7, 3, 3, 5, 3, 0
4474, 173354, 1, 7, 3, 3, 5, 4, 0
4475, 173355, 1, 7, 3, 3, 5, 5, 0
4476, 173411, 1, 7, 3, 4, 1, 1, 0
4477, 173412, 1, 7, 3, 4, 1, 2, 0
4478, 173413, 1, 7, 3, 4, 1, 3, 0
4479, 173414, 1, 7, 3, 4, 1, 4, 0
4480, 173415, 1, 7, 3, 4, 1, 5, 0
4481, 173421, 1, 7, 3, 4, 2, 1, 0
4482, 173422, 1, 7, 3, 4, 2, 2, 0
4483, 173423, 1, 7, 3, 4, 2, 3, 0
4484, 173424, 1, 7, 3, 4, 2, 4, 0
4485, 173425, 1, 7, 3, 4, 2, 5, 0
4486, 173431, 1, 7, 3, 4, 3, 1, 0
4487, 173432, 1, 7, 3, 4, 3, 2, 0
4488, 173433, 1, 7, 3, 4, 3, 3, 0
4489, 173434, 1, 7, 3, 4, 3, 4, 0
4490, 173435, 1, 7, 3, 4, 3, 5, 0
4491, 173441, 1, 7, 3, 4, 4, 1, 0
4492, 173442, 1, 7, 3, 4, 4, 2, 0
4493, 173443, 1, 7, 3, 4, 4, 3, 0
4494, 173444, 1, 7, 3, 4, 4, 4, 0
4495, 173445, 1, 7, 3, 4, 4, 5, 0
4496, 173451, 1, 7, 3, 4, 5, 1, 0
4497, 173452, 1, 7, 3, 4, 5, 2, 0
4498, 173453, 1, 7, 3, 4, 5, 3, 0
4499, 173454, 1, 7, 3, 4, 5, 4, 0
4500, 173455, 1, 7, 3, 4, 5, 5, 0
4501, 174111, 1, 7, 4, 1, 1, 1, 0
4502, 174112, 1, 7, 4, 1, 1, 2, 0
4503, 174113, 1, 7, 4, 1, 1, 3, 0
4504, 174114, 1, 7, 4, 1, 1, 4, 0
4505, 174115, 1, 7, 4, 1, 1, 5, 0
4506, 174121, 1, 7, 4, 1, 2, 1, 0
4507, 174122, 1, 7, 4, 1, 2, 2, 0
4508, 174123, 1, 7, 4, 1, 2, 3, 0
4509, 174124, 1, 7, 4, 1, 2, 4, 0
4510, 174125, 1, 7, 4, 1, 2, 5, 0
4511, 174131, 1, 7, 4, 1, 3, 1, 0
4512, 174132, 1, 7, 4, 1, 3, 2, 0
4513, 174133, 1, 7, 4, 1, 3, 3, 0
4514, 174134, 1, 7, 4, 1, 3, 4, 0
4515, 174135, 1, 7, 4, 1, 3, 5, 0
4516, 174141, 1, 7, 4, 1, 4, 1, 0
4517, 174142, 1, 7, 4, 1, 4, 2, 0
4518, 174143, 1, 7, 4, 1, 4, 3, 0
4519, 174144, 1, 7, 4, 1, 4, 4, 0
4520, 174145, 1, 7, 4, 1, 4, 5, 0
4521, 174151, 1, 7, 4, 1, 5, 1, 0
4522, 174152, 1, 7, 4, 1, 5, 2, 0
4523, 174153, 1, 7, 4, 1, 5, 3, 0
4524, 174154, 1, 7, 4, 1, 5, 4, 0
4525, 174155, 1, 7, 4, 1, 5, 5, 0
4526, 174211, 1, 7, 4, 2, 1, 1, 0
4527, 174212, 1, 7, 4, 2, 1, 2, 0
4528, 174213, 1, 7, 4, 2, 1, 3, 0
4529, 174214, 1, 7, 4, 2, 1, 4, 0
4530, 174215, 1, 7, 4, 2, 1, 5, 0
4531, 174221, 1, 7, 4, 2, 2, 1, 0
4532, 174222, 1, 7, 4, 2, 2, 2, 0
4533, 174223, 1, 7, 4, 2, 2, 3, 0
4534, 174224, 1, 7, 4, 2, 2, 4, 0
4535, 174225, 1, 7, 4, 2, 2, 5, 0
4536, 174231, 1, 7, 4, 2, 3, 1, 0
4537, 174232, 1, 7, 4, 2, 3, 2, 0
4538, 174233, 1, 7, 4, 2, 3, 3, 0
4539, 174234, 1, 7, 4, 2, 3, 4, 0
4540, 174235, 1, 7, 4, 2, 3, 5, 0
4541, 174241, 1, 7, 4, 2, 4, 1, 0
4542, 174242, 1, 7, 4, 2, 4, 2, 0
4543, 174243, 1, 7, 4, 2, 4, 3, 0
